timestamp,ax_g,ay_g,az_g,temp_C
1765930370.067973852,-0.034,0.019,1.015,20.93
1765930370.068597078,-0.054,-0.066,1.008,20.95
1765930370.069024086,-0.224,-0.118,0.873,20.85
1765930370.069435835,-0.043,-0.080,0.988,20.85
1765930370.069761038,-0.072,-0.097,0.981,20.83
1765930370.082950830,-0.055,-0.023,1.002,20.83
1765930370.183525801,-0.062,0.001,1.090,21.01
1765930370.285279036,-0.106,0.097,1.113,21.01
1765930370.385334015,-0.042,-0.008,1.014,20.91
1765930370.487544060,-0.096,-0.025,0.994,21.03
1765930370.587902069,-0.112,0.103,1.045,21.03
1765930370.688710928,-0.136,-0.150,0.859,20.95
1765930370.789814949,-0.055,-0.015,1.032,21.01
1765930370.889953136,-0.037,-0.062,1.007,21.01
1765930370.992449999,0.481,-0.541,1.443,20.85
1765930371.093437910,-0.112,-0.096,0.958,21.05
1765930371.193700075,-0.080,-0.067,1.009,21.05
1765930371.293886900,-0.176,-0.149,0.929,21.01
1765930371.396657944,-0.278,0.478,1.208,20.85
1765930371.496052027,-0.026,0.018,1.004,20.91
1765930371.597093105,-0.034,-0.074,1.008,20.91
1765930371.698586941,-0.135,-0.054,0.958,20.99
1765930371.800685167,0.031,0.021,1.075,20.81
1765930371.900251865,-0.083,-0.106,0.991,20.81
1765930372.002541065,-0.068,-0.033,0.995,20.69
1765930372.103178024,-0.074,0.083,1.022,20.55
1765930372.204566002,-0.157,-0.005,1.083,20.55
1765930372.304907084,-0.097,-0.125,0.996,20.61
1765930372.406094074,-0.108,-0.032,0.994,20.71
1765930372.507599831,-0.083,-0.037,0.926,20.75
1765930372.608587027,-0.119,-0.058,0.984,20.75
1765930372.708738089,-0.048,-0.016,1.007,20.91
1765930372.810498953,-0.056,-0.067,1.069,20.81
1765930372.911057949,0.042,-0.488,0.862,20.81
1765930373.011908054,-0.134,-0.068,0.968,20.89
1765930373.112756014,-0.079,-0.033,1.017,20.91
1765930373.213818073,-0.056,-0.027,1.034,20.91
1765930373.314830065,-0.005,0.483,1.373,21.07
1765930373.415152788,-0.087,-0.005,1.003,20.91
1765930373.516736984,-0.018,-0.073,1.009,20.91
1765930373.617465019,-0.129,-0.067,1.023,20.87
1765930373.719146013,-0.080,-0.198,0.893,20.75
1765930373.819642067,-0.117,-0.111,1.001,20.79
1765930373.920403957,-0.058,-0.022,1.009,20.79
1765930374.022107840,-0.002,-0.053,1.086,20.73
1765930374.122750998,-0.067,0.110,1.047,20.79
1765930374.224625826,-0.022,-0.021,0.998,20.79
1765930374.324927092,-0.082,-0.059,1.005,20.91
1765930374.425864935,-0.014,0.019,1.170,20.83
1765930374.526473999,-0.123,-0.118,0.950,20.83
1765930374.628426075,-0.120,-0.083,1.114,20.93
1765930374.729466200,-0.064,-0.012,0.971,20.95
1765930374.830188036,-0.129,-0.627,0.648,20.93
1765930374.931169987,-0.119,0.001,0.974,20.93
1765930375.031791210,-0.042,0.002,1.013,20.85
1765930375.132763863,-0.066,-0.100,1.008,20.75
1765930375.233509064,0.075,0.191,1.150,20.75
1765930375.335538864,-0.098,-0.016,1.033,20.83
1765930375.436018944,-0.018,-0.041,0.975,20.95
1765930375.536992073,-0.131,-0.052,0.989,20.95
1765930375.637902021,-0.091,-0.172,0.897,20.83
1765930375.738346100,-0.100,-0.099,0.971,20.95
1765930375.840348005,-0.066,-0.056,0.965,20.95
1765930375.941344976,-0.127,-0.084,0.992,20.91
1765930376.042166948,-0.050,0.060,0.898,20.77
1765930376.142895222,-0.070,0.057,0.843,20.81
1765930376.243693113,-0.053,0.031,1.080,20.81
1765930376.344685078,-0.030,-0.026,1.024,20.77
1765930376.446707010,-0.063,-0.080,0.995,20.75
1765930376.546345949,-0.106,-0.043,1.001,20.75
1765930376.647618055,-0.054,-0.065,1.025,20.65
1765930376.748808861,-0.148,-0.634,0.477,20.83
1765930376.849721193,-0.101,-0.041,0.986,20.83
1765930376.950606108,-0.078,-0.044,1.001,20.87
1765930377.051484823,-0.069,-0.067,0.987,20.95
1765930377.153312922,0.053,0.269,1.164,20.87
1765930377.253813982,-0.098,-0.013,1.029,20.87
1765930377.354587793,-0.074,-0.014,0.983,20.99
1765930377.456154823,-0.172,-0.079,0.949,20.87
1765930377.556600094,-0.084,-0.185,0.881,20.87
1765930377.657963037,-0.080,-0.096,1.001,20.93
1765930377.759333134,-0.077,-0.042,1.014,20.95
1765930377.859869957,-0.086,-0.061,1.010,20.95
1765930377.960826874,-0.106,0.033,1.036,20.89
1765930378.062794924,-0.081,-0.056,1.072,20.85
1765930378.163667917,-0.089,-0.086,0.991,21.01
1765930378.264335871,-0.021,-0.028,1.074,21.01
1765930378.365125179,-0.101,-0.006,0.979,20.95
1765930378.465849161,-0.068,-0.062,1.014,20.99
1765930378.566543818,-0.050,-0.059,0.980,20.99
1765930378.668013096,0.019,-0.605,0.951,20.87
1765930378.769137859,-0.123,-0.084,0.969,20.81
1765930378.869673967,-0.104,-0.087,0.970,20.81
1765930378.971564054,-0.072,-0.057,1.000,20.81
1765930379.072077036,-0.255,0.383,0.997,20.81
1765930379.172905922,-0.083,-0.000,0.988,20.81
1765930379.273557901,-0.037,-0.043,1.002,20.75
1765930379.374491930,-0.132,-0.080,0.925,20.77
1765930379.475713015,0.054,0.048,1.182,20.83
1765930379.577370167,-0.033,-0.108,0.943,20.83
1765930379.678451061,-0.067,0.022,1.019,20.73
1765930379.779083014,-0.044,0.027,1.024,20.87
1765930379.879367828,-0.148,-0.178,1.023,20.87
1765930379.981420994,-0.091,-0.044,0.964,20.97
1765930380.082056999,-0.131,-0.076,0.866,20.99
1765930380.182964087,-0.114,-0.018,0.954,20.99
1765930380.284266949,-0.078,0.010,1.025,20.87
1765930380.384673119,-0.045,-0.005,1.009,20.89
1765930380.486171961,-0.016,-0.005,1.003,21.07
1765930380.587125063,0.148,-0.017,1.405,21.07
