timestamp,ax_g,ay_g,az_g,temp_C
1765931419.639283895,-0.112,-0.078,1.004,20.81
1765931419.639821053,-0.081,-0.005,1.039,20.95
1765931419.640158892,-0.068,-0.071,1.001,20.95
1765931419.640486002,-0.009,-0.357,1.025,21.03
1765931419.640840054,-0.058,-0.016,1.034,21.03
1765931419.682451963,-0.070,-0.043,1.010,21.03
1765931419.784224987,-0.085,-0.064,0.992,21.03
1765931419.885543823,-0.229,0.075,0.926,21.03
1765931419.985723972,-0.118,0.019,0.979,20.89
1765931420.087021112,-0.061,-0.076,0.985,20.75
1765931420.187662125,-0.068,-0.052,1.002,20.75
1765931420.288091898,-0.045,0.107,1.056,20.93
1765931420.389594078,-0.080,-0.043,1.000,21.11
1765931420.490735054,-0.085,-0.035,0.999,21.11
1765931420.591876030,-0.063,-0.016,1.018,20.97
1765931420.693780899,0.038,-0.112,1.078,20.95
1765931420.793339968,-0.059,-0.071,0.990,20.83
1765931420.894773006,-0.075,-0.029,1.006,20.83
1765931420.995882034,-0.055,-0.068,1.019,20.85
1765931421.095951080,-0.094,-0.099,0.891,20.95
1765931421.197935104,-0.087,-0.032,0.999,20.95
1765931421.326009035,-0.078,-0.060,1.006,20.93
1765931421.402701139,-0.285,0.078,0.817,20.83
1765931421.500962973,-0.024,-0.017,1.036,20.83
1765931421.602102041,-0.085,-0.064,1.008,20.79
1765931421.702563047,-0.072,-0.071,0.995,20.85
1765931421.803290129,-0.107,-0.191,1.057,20.89
1765931421.904685020,-0.034,-0.046,1.017,20.89
1765931422.006314993,-0.064,-0.053,0.996,20.99
1765931422.107657909,-0.080,-0.031,1.003,21.03
1765931422.208248138,-0.077,0.018,1.028,21.03
1765931422.308144808,-0.082,-0.061,0.963,21.03
1765931422.413381100,-0.074,-0.048,1.000,21.03
1765931422.510490894,-0.063,-0.023,1.014,21.03
1765931422.612575054,0.011,-0.029,0.964,20.97
1765931422.712176800,-0.109,-0.060,1.010,20.95
1765931422.813868046,-0.087,-0.032,1.006,20.95
1765931422.914671183,-0.070,-0.058,0.997,20.95
1765931423.016648054,0.038,-0.197,0.960,21.07
1765931423.116939068,-0.081,-0.036,1.005,21.01
1765931423.218178988,-0.071,-0.060,0.999,21.01
1765931423.318927765,-0.046,-0.158,1.051,20.83
1765931423.419568777,-0.059,-0.058,1.086,20.91
1765931423.520483017,-0.068,-0.052,1.007,20.91
1765931423.621562958,-0.071,-0.072,0.995,20.87
1765931423.722993851,-0.015,-0.179,1.070,20.95
1765931423.824695110,-0.147,-0.031,0.981,20.93
1765931423.925712824,-0.086,-0.035,0.991,20.93
1765931424.025850058,-0.077,-0.044,1.002,20.95
1765931424.127011061,-0.157,-0.016,1.004,20.83
1765931424.228058100,-0.064,-0.036,1.026,20.83
1765931424.329221010,-0.044,-0.039,1.013,20.81
1765931424.430138111,-0.075,-0.031,1.020,20.95
1765931424.530896902,-0.032,-0.082,1.001,20.95
1765931424.638643026,-0.026,-0.022,1.006,21.11
1765931424.733250141,-0.065,-0.037,1.007,20.97
1765931424.833951950,-0.075,-0.050,1.007,20.97
1765931424.934571028,-0.100,-0.090,0.962,21.07
1765931425.036723852,-0.103,-0.040,0.983,21.13
1765931425.136977911,-0.091,-0.083,0.994,21.19
1765931425.237854958,0.164,-0.091,1.168,21.19
1765931425.338831186,-0.063,0.013,1.029,21.11
1765931425.440281153,-0.074,-0.075,0.996,21.05
1765931425.541395903,-0.084,-0.042,1.007,21.05
1765931425.642670155,0.056,0.147,1.021,21.11
1765931425.742732048,-0.150,-0.305,0.909,21.03
1765931425.843842983,-0.077,-0.061,0.995,21.03
1765931425.945127964,-0.062,-0.043,1.007,21.05
1765931426.045915842,-0.095,-0.024,1.066,20.99
1765931426.146697998,-0.107,0.039,1.100,20.97
1765931426.248138905,-0.081,-0.031,1.021,20.97
1765931426.349048138,-0.077,-0.032,1.009,21.11
1765931426.450511217,-0.080,-0.100,1.002,21.01
1765931426.551343203,-0.086,-0.066,1.025,21.01
1765931426.652887106,-0.069,-0.041,1.012,20.91
1765931426.753814936,-0.072,-0.039,1.002,20.91
1765931426.853426933,-0.093,-0.093,0.952,20.91
1765931426.954662800,-0.040,-0.073,0.981,20.83
1765931427.055496931,-0.064,-0.070,1.004,20.87
1765931427.157063007,-0.054,-0.015,1.185,20.95
1765931427.257185936,-0.085,-0.006,1.038,20.95
1765931427.358551979,-0.104,-0.074,1.004,20.99
1765931427.459917068,-0.065,-0.046,1.003,20.95
1765931427.560484171,0.019,0.107,0.991,20.95
1765931427.662236929,-0.037,-0.031,0.996,20.77
1765931427.762992859,-0.064,-0.049,0.992,20.85
1765931427.864922047,-0.070,-0.034,1.011,20.85
1765931427.965906858,-0.051,0.010,1.073,20.97
1765931428.066675901,-0.127,-0.154,0.981,21.05
1765931428.167186975,-0.104,-0.037,1.012,21.01
1765931428.268452168,-0.078,-0.034,1.005,21.01
1765931428.368921041,-0.038,-0.060,1.028,20.99
1765931428.470233202,-0.056,0.054,1.040,20.99
1765931428.570941925,-0.062,-0.031,1.008,20.99
1765931428.672534943,-0.071,-0.060,0.994,20.95
1765931428.773425817,-0.092,-0.123,0.957,20.89
1765931428.873856068,-0.146,-0.111,0.942,20.89
1765931428.975116014,-0.066,-0.068,1.002,20.99
1765931429.075898170,-0.344,-0.228,0.685,21.01
1765931429.177082062,-0.109,-0.035,0.982,20.99
1765931429.278263092,-0.098,-0.123,0.989,20.99
1765931429.379985809,-0.078,-0.065,0.997,20.99
1765931429.480787039,-0.078,-0.031,1.048,20.89
1765931429.581291914,-0.075,-0.033,1.006,20.89
1765931429.682013988,-0.068,-0.028,0.993,20.97
1765931429.782822847,-0.064,-0.031,1.016,20.87
1765931429.884778023,-0.035,-0.063,0.967,20.87
1765931429.984843969,-0.041,-0.154,0.924,21.01
1765931430.086661100,-0.090,-0.063,0.996,20.93
1765931430.187127113,-0.071,-0.053,1.003,20.93
1765931430.288640022,-0.030,-0.027,0.954,20.99
1765931430.388929129,-0.153,-0.047,1.025,20.97
1765931430.490702152,-0.077,-0.039,1.013,21.03
1765931430.591351986,-0.071,-0.061,1.001,21.03
1765931430.692978859,-0.020,-0.061,1.006,20.89
1765931430.793056011,-0.026,-0.022,1.018,20.83
1765931430.893745899,-0.069,-0.071,0.991,20.83
1765931430.995130777,-0.211,-0.257,0.770,20.93
1765931431.096328974,-0.086,-0.065,1.003,21.03
1765931431.196882963,-0.066,-0.051,1.006,21.03
